"","V1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"8143","CTC","Estonia",2,1,6,13,3,2,4,2,1
"8144","CTC","Estonia",0,0,0,0,3,2,0,0,0
"8145","CTC","Estonia",2,1,6,0,0,0,0,0,0
"8146","CTC","Estonia",0,0,0,13,0,0,4,2,1
"8147","CTC","Estonia",1,0,0,0,0,0,0,0,0
"8148","CTC","Estonia",1,0,0,0,0,0,0,0,0
"8149","CTC","Estonia",0,0,0,0,0,0,0,0,0
"8150","CTC","Estonia",932,1470,967,1031,1177,947,1358,1155,1260
"8151","CTC","Estonia",931,1470,967,1031,1177,947,1358,1155,1260
"8152","CTC","Estonia",0,0,0,0,0,0,0,0,0
"8153","CTC","Estonia",0,0,0,0,0,0,0,0,0
"8154","CTC","Estonia",0,0,0,0,0,0,0,0,0
"8155","CTG","Estonia",576,634,734,775,804,820,275,206,153
"8156","CTG","Estonia",0,0,0,0,0,0,0,0,0
"8157","CTG","Estonia",0,0,0,0,0,0,0,0,0
"8158","CTG","Estonia",54,59,66,55,37,33,9,9,23
"8159","CTG","Estonia",54,59,66,55,37,33,9,9,23
"8160","CTG","Estonia",0,0,0,0,0,0,0,0,0
"8161","CTG","Estonia",521,576,668,720,767,787,266,197,129
"8162","CTG","Estonia",521,576,668,720,767,787,266,197,129
"8163","CTG","Estonia",0,0,0,0,0,0,0,0,0
"8164","CTL","Estonia",22,42,63,47,42,44,33,37,29
"8165","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8166","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8167","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8168","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8169","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8170","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8171","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8172","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8173","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8174","CTL","Estonia",0,0,1,0,1,1,0,0,0
"8175","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8176","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8177","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8178","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8179","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8180","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8181","CTL","Estonia",0,0,0,0,1,1,0,0,0
"8182","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8183","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8184","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8185","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8186","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8187","CTL","Estonia",1,3,6,4,4,2,2,6,1
"8188","CTL","Estonia",0,0,1,0,0,0,0,4,0
"8189","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8190","CTL","Estonia",1,3,4,4,4,2,2,1,1
"8191","CTL","Estonia",0,0,1,0,0,0,0,0,0
"8192","CTL","Estonia",0,0,1,0,0,0,0,0,0
"8193","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8194","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8195","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8196","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8197","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8198","CTL","Estonia",21,39,56,43,38,41,31,31,28
"8199","CTL","Estonia",21,39,56,43,38,41,31,31,28
"8200","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8201","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8202","CTL","Estonia",0,0,0,0,0,0,0,0,0
"8203","CTS","Estonia",937,946,983,1181,1184,1172,772,635,509
"8204","CTS","Estonia",0,0,0,0,0,0,0,0,0
"8205","CTS","Estonia",0,0,0,0,0,0,0,0,0
"8206","CTS","Estonia",275,267,180,108,82,122,104,73,125
"8207","CTS","Estonia",0,0,0,0,0,0,0,0,0
"8208","CTS","Estonia",275,267,180,108,82,122,104,73,125
"8209","CTS","Estonia",0,0,0,0,0,0,0,0,0
"8210","CTS","Estonia",662,680,803,1073,1103,1049,668,562,384
"8211","CTS","Estonia",662,680,803,1073,1103,1049,668,562,384
"8212","CTS","Estonia",0,0,0,0,0,0,0,0,0
"8213","CTZ","Estonia",20,22,0,0,0,0,0,0,0
"8214","CTZ","Estonia",2,3,0,0,0,0,0,0,0
"8215","CTZ","Estonia",2,3,0,0,0,0,0,0,0
"8216","CTZ","Estonia",18,18,0,0,0,0,0,0,0
"8217","CTZ","Estonia",18,18,0,0,0,0,0,0,0
"8218","CUT","Estonia",0,1,11,12,40,64,131,117,75
"8219","CUT","Estonia",0,0,0,0,1,5,0,0,4
"8220","CUT","Estonia",0,0,0,0,1,0,0,0,0
"8221","CUT","Estonia",0,0,0,0,0,1,0,0,0
"8222","CUT","Estonia",0,0,0,0,0,1,0,0,0
"8223","CUT","Estonia",0,0,0,0,0,0,0,0,0
"8224","CUT","Estonia",0,0,0,0,0,1,0,0,4
"8225","CUT","Estonia",0,0,0,0,0,1,0,0,4
"8226","CUT","Estonia",0,0,0,0,0,3,0,0,0
"8227","CUT","Estonia",0,0,0,0,0,3,0,0,0
"8228","CUT","Estonia",0,1,11,12,2,5,1,1,3
"8229","CUT","Estonia",0,0,0,0,1,3,1,1,1
"8230","CUT","Estonia",0,0,0,0,0,0,0,0,1
"8231","CUT","Estonia",0,0,11,11,0,1,0,0,0
"8232","CUT","Estonia",0,1,0,1,1,1,0,1,1
"8233","CUT","Estonia",0,0,0,0,1,1,0,0,0
"8234","CUT","Estonia",0,1,0,0,0,0,0,0,0
"8235","CUT","Estonia",0,0,0,1,0,0,0,1,1
"8236","CUT","Estonia",0,0,0,0,37,54,130,115,67
"8237","CUT","Estonia",0,0,0,0,37,54,130,115,67
"8238","CUX","Estonia",1,1,0,0,0,0,0,0,0
"8239","CUX","Estonia",1,1,0,0,0,0,0,0,0
"8240","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8241","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8242","CUX","Estonia",0,1,0,0,0,0,0,0,0
"8243","CUX","Estonia",0,1,0,0,0,0,0,0,0
"8244","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8245","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8246","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8247","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8248","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8249","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8250","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8251","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8252","CUX","Estonia",0,0,0,0,0,0,0,0,0
"8253","CVJ","Estonia",51,34,0,0,0,0,0,0,0
"8254","CVJ","Estonia",40,31,0,0,0,0,0,0,0
"8255","CVJ","Estonia",40,31,0,0,0,0,0,0,0
"8256","CVJ","Estonia",0,0,0,0,0,0,0,0,0
"8257","CVJ","Estonia",0,0,0,0,0,0,0,0,0
"8258","CVJ","Estonia",11,3,0,0,0,0,0,0,0
"8259","CVJ","Estonia",11,3,0,0,0,0,0,0,0
"8260","CVJ","Estonia",0,0,0,0,0,0,0,0,0
"8261","CVJ","Estonia",0,0,0,0,0,0,0,0,0
"8262","CVJ","Estonia",0,0,0,0,0,0,0,0,0
"8263","CYO","Estonia",0,0,0,0,0,5,49,36,220
"8264","CYO","Estonia",0,0,0,0,0,1,0,0,4
"8265","CYO","Estonia",0,0,0,0,0,1,0,0,4
"8266","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8267","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8268","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8269","CYO","Estonia",0,0,0,0,0,3,12,10,60
"8270","CYO","Estonia",0,0,0,0,0,0,0,0,16
"8271","CYO","Estonia",0,0,0,0,0,3,12,10,44
"8272","CYO","Estonia",0,0,0,0,0,3,12,10,44
"8273","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8274","CYO","Estonia",0,0,0,0,0,0,0,1,61
"8275","CYO","Estonia",0,0,0,0,0,0,0,0,9
"8276","CYO","Estonia",0,0,0,0,0,0,0,0,36
"8277","CYO","Estonia",0,0,0,0,0,0,0,0,36
"8278","CYO","Estonia",0,0,0,0,0,0,0,1,14
"8279","CYO","Estonia",0,0,0,0,0,0,0,1,14
"8280","CYO","Estonia",0,0,0,0,0,0,0,0,1
"8281","CYO","Estonia",0,0,0,0,0,0,0,0,1
"8282","CYO","Estonia",0,0,0,0,0,2,31,21,69
"8283","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8284","CYO","Estonia",0,0,0,0,0,0,0,0,0
"8285","CYO","Estonia",0,0,0,0,0,2,28,21,67
"8286","CYO","Estonia",0,0,0,0,0,0,3,0,2
"8287","CYO","Estonia",0,0,0,0,0,0,3,0,2
"8288","CYO","Estonia",0,0,0,0,0,0,6,3,26
"8289","CYO","Estonia",0,0,0,0,0,0,5,3,26
"8290","CYO","Estonia",0,0,0,0,0,0,0,1,0
"8291","CYO","Estonia",0,0,0,0,0,0,0,1,0
"8292","CYO","Estonia",0,0,0,0,0,0,1,0,0
"8293","CYP","Estonia",0,0,0,0,0,0,0,0,0
"8294","CYP","Estonia",0,0,0,0,0,0,0,0,0
"8295","CYP","Estonia",0,0,0,0,0,0,0,0,0
"8296","DAB","Estonia",0,0,0,0,0,0,2,0,15
"8297","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8298","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8299","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8300","DAB","Estonia",0,0,0,0,0,0,1,0,15
"8301","DAB","Estonia",0,0,0,0,0,0,1,0,1
"8302","DAB","Estonia",0,0,0,0,0,0,1,0,1
"8303","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8304","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8305","DAB","Estonia",0,0,0,0,0,0,0,0,14
"8306","DAB","Estonia",0,0,0,0,0,0,0,0,14
"8307","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8308","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8309","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8310","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8311","DAB","Estonia",0,0,0,0,0,0,0,0,0
"8312","DAB","Estonia",0,0,0,0,0,0,1,0,0
"8313","DAB","Estonia",0,0,0,0,0,0,1,0,0
"8314","DCA","Estonia",0,0,0,1,0,0,9,26,30
"8315","DCA","Estonia",0,0,0,0,0,0,0,0,0
"8316","DCA","Estonia",0,0,0,0,0,0,0,0,0
"8317","DCA","Estonia",0,0,0,0,0,0,1,0,3
"8318","DCA","Estonia",0,0,0,0,0,0,1,0,3
"8319","DCA","Estonia",0,0,0,0,0,0,1,0,3
"8320","DCA","Estonia",0,0,0,0,0,0,1,11,14
"8321","DCA","Estonia",0,0,0,0,0,0,0,0,3
"8322","DCA","Estonia",0,0,0,0,0,0,0,0,3
"8323","DCA","Estonia",0,0,0,0,0,0,0,1,1
"8324","DCA","Estonia",0,0,0,0,0,0,1,10,10
"8325","DCA","Estonia",0,0,0,0,0,0,1,10,10
"8326","DCA","Estonia",0,0,0,0,0,0,7,16,13
"8327","DCA","Estonia",0,0,0,0,0,0,0,5,4
"8328","DCA","Estonia",0,0,0,0,0,0,1,0,0
"8329","DCA","Estonia",0,0,0,0,0,0,1,2,2
"8330","DCA","Estonia",0,0,0,0,0,0,5,8,7
"8331","DCA","Estonia",0,0,0,0,0,0,5,8,7
"8332","DCA","Estonia",0,0,0,1,0,0,0,0,0
"8333","DCA","Estonia",0,0,0,1,0,0,0,0,0
"8334","DCP","Estonia",2,1,18,7,23,12,1,0,0
"8335","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8336","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8337","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8338","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8339","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8340","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8341","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8342","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8343","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8344","DCP","Estonia",0,0,0,0,5,0,0,0,0
"8345","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8346","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8347","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8348","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8349","DCP","Estonia",0,0,0,0,5,0,0,0,0
"8350","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8351","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8352","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8353","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8354","DCP","Estonia",1,1,0,5,7,12,0,0,0
"8355","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8356","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8357","DCP","Estonia",1,1,0,5,7,12,0,0,0
"8358","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8359","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8360","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8361","DCP","Estonia",1,1,18,2,11,0,1,0,0
"8362","DCP","Estonia",1,1,18,2,11,0,1,0,0
"8363","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8364","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8365","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8366","DCP","Estonia",0,0,0,0,0,0,0,0,0
"8367","DEC","Estonia",39,79,0,0,0,0,0,0,0
"8368","DEC","Estonia",26,69,0,0,0,0,0,0,0
"8369","DEC","Estonia",0,0,0,0,0,0,0,0,0
"8370","DEC","Estonia",26,69,0,0,0,0,0,0,0
"8371","DEC","Estonia",0,0,0,0,0,0,0,0,0
"8372","DEC","Estonia",13,11,0,0,0,0,0,0,0
"8373","DEC","Estonia",13,11,0,0,0,0,0,0,0
"8374","DEC","Estonia",0,0,0,0,0,0,0,0,0
"8375","DEL","Estonia",2,3,0,0,0,0,0,0,0
"8376","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8377","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8378","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8379","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8380","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8381","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8382","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8383","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8384","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8385","DEL","Estonia",1,2,0,0,0,0,0,0,0
"8386","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8387","DEL","Estonia",1,2,0,0,0,0,0,0,0
"8388","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8389","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8390","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8391","DEL","Estonia",1,1,0,0,0,0,0,0,0
"8392","DEL","Estonia",1,1,0,0,0,0,0,0,0
"8393","DEL","Estonia",0,0,0,0,0,0,0,0,0
"8394","DEP","Estonia",39,22,0,0,0,0,0,0,0
"8395","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8396","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8397","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8398","DEP","Estonia",39,22,0,0,0,0,0,0,0
"8399","DEP","Estonia",39,22,0,0,0,0,0,0,0
"8400","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8401","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8402","DEP","Estonia",0,0,0,0,0,0,0,0,0
"8403","DEX","Estonia",22,32,303,220,171,108,101,104,64
"8404","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8405","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8406","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8407","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8408","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8409","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8410","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8411","DEX","Estonia",0,0,6,1,25,0,0,3,4
"8412","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8413","DEX","Estonia",0,0,0,1,0,0,0,0,0
"8414","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8415","DEX","Estonia",0,0,0,1,0,0,0,0,0
"8416","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8417","DEX","Estonia",0,0,5,0,25,0,0,3,4
"8418","DEX","Estonia",0,0,5,0,0,0,0,0,0
"8419","DEX","Estonia",0,0,0,0,25,0,0,3,4
"8420","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8421","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8422","DEX","Estonia",1,8,246,179,97,67,19,14,28
"8423","DEX","Estonia",0,0,0,0,1,14,0,0,1
"8424","DEX","Estonia",0,0,0,0,1,0,0,0,1
"8425","DEX","Estonia",1,8,246,179,95,53,19,14,26
"8426","DEX","Estonia",0,0,0,0,1,0,0,0,0
"8427","DEX","Estonia",0,0,0,0,1,0,0,0,0
"8428","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8429","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8430","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8431","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8432","DEX","Estonia",21,24,51,39,49,42,82,87,32
"8433","DEX","Estonia",21,24,51,39,49,42,82,87,32
"8434","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8435","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8436","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8437","DEX","Estonia",0,0,0,0,0,0,0,0,0
"8438","DGH","Estonia",1,1,0,0,0,0,0,0,0
"8439","DGH","Estonia",0,0,0,0,0,0,0,0,0
"8440","DGH","Estonia",0,0,0,0,0,0,0,0,0
"8441","DGH","Estonia",0,0,0,0,0,0,0,0,0
"8442","DGH","Estonia",0,0,0,0,0,0,0,0,0
"8443","DGH","Estonia",1,1,0,0,0,0,0,0,0
"8444","DGH","Estonia",1,0,0,0,0,0,0,0,0
"8445","DGH","Estonia",0,1,0,0,0,0,0,0,0
"8446","DGH","Estonia",0,1,0,0,0,0,0,0,0
"8447","DGS","Estonia",1,2,7,17,19,53,79,115,102
"8448","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8449","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8450","DGS","Estonia",0,0,0,0,0,10,7,11,51
"8451","DGS","Estonia",0,0,0,0,0,10,7,11,51
"8452","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8453","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8454","DGS","Estonia",0,0,4,0,0,18,65,98,22
"8455","DGS","Estonia",0,0,0,0,0,0,8,19,1
"8456","DGS","Estonia",0,0,0,0,0,0,7,14,6
"8457","DGS","Estonia",0,0,0,0,0,0,7,14,6
"8458","DGS","Estonia",0,0,0,0,0,1,1,0,2
"8459","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8460","DGS","Estonia",0,0,0,0,0,3,5,1,1
"8461","DGS","Estonia",0,0,0,0,0,11,14,18,12
"8462","DGS","Estonia",0,0,3,0,0,3,22,46,1
"8463","DGS","Estonia",0,0,3,0,0,0,0,0,0
"8464","DGS","Estonia",0,0,0,0,0,3,22,46,1
"8465","DGS","Estonia",0,0,0,0,0,0,8,1,0
"8466","DGS","Estonia",0,0,0,0,0,0,8,1,0
"8467","DGS","Estonia",1,2,1,6,4,14,6,5,4
"8468","DGS","Estonia",0,0,0,0,0,3,4,0,1
"8469","DGS","Estonia",0,0,0,0,0,1,1,0,2
"8470","DGS","Estonia",1,2,1,6,4,9,1,5,2
"8471","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8472","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8473","DGS","Estonia",0,1,2,11,14,12,1,0,25
"8474","DGS","Estonia",0,1,2,11,14,12,1,0,25
"8475","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8476","DGS","Estonia",0,0,0,0,0,0,0,0,0
"8477","DGX","Estonia",8,3,7,9,0,49,107,104,308
"8478","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8479","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8480","DGX","Estonia",0,0,0,0,0,9,63,4,19
"8481","DGX","Estonia",0,0,0,0,0,9,63,4,19
"8482","DGX","Estonia",0,0,0,0,0,1,0,0,0
"8483","DGX","Estonia",0,0,0,0,0,1,0,0,0
"8484","DGX","Estonia",0,0,0,0,0,1,0,0,0
"8485","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8486","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8487","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8488","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8489","DGX","Estonia",0,0,0,0,0,20,31,0,8
"8490","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8491","DGX","Estonia",0,0,0,0,0,20,31,0,8
"8492","DGX","Estonia",0,0,0,0,0,20,31,0,8
"8493","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8494","DGX","Estonia",0,0,0,0,0,12,11,1,17
"8495","DGX","Estonia",0,0,0,0,0,0,0,0,5
"8496","DGX","Estonia",0,0,0,0,0,0,0,0,5
"8497","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8498","DGX","Estonia",0,0,0,0,0,11,10,0,4
"8499","DGX","Estonia",0,0,0,0,0,1,1,1,8
"8500","DGX","Estonia",0,0,0,0,0,1,1,1,8
"8501","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8502","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8503","DGX","Estonia",7,2,5,8,0,6,0,23,103
"8504","DGX","Estonia",0,0,0,0,0,1,0,0,2
"8505","DGX","Estonia",0,0,0,0,0,1,0,0,0
"8506","DGX","Estonia",7,2,5,8,0,3,0,23,101
"8507","DGX","Estonia",0,0,0,0,0,2,0,0,0
"8508","DGX","Estonia",0,0,0,0,0,2,0,0,0
"8509","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8510","DGX","Estonia",1,1,2,1,0,2,2,76,161
"8511","DGX","Estonia",1,0,2,1,0,2,2,68,161
"8512","DGX","Estonia",0,0,0,0,0,0,0,3,0
"8513","DGX","Estonia",0,0,0,0,0,0,0,0,0
"8514","DGX","Estonia",0,0,0,0,0,0,0,3,0
"8515","DGX","Estonia",0,0,0,0,0,0,0,6,0
"8516","DON","Estonia",0,0,41,25,29,32,8,1,8
"8517","DON","Estonia",0,0,13,14,15,15,0,0,1
"8518","DON","Estonia",0,0,13,14,15,15,0,0,1
"8519","DON","Estonia",0,0,28,11,14,17,8,1,7
"8520","DON","Estonia",0,0,28,11,14,17,8,1,7
"8521","DPS","Estonia",795,686,1136,1990,1217,3088,1643,476,374
"8522","DPS","Estonia",0,0,2,0,0,0,0,0,0
"8523","DPS","Estonia",0,0,2,0,0,0,0,0,0
"8524","DPS","Estonia",0,0,2,0,0,0,0,0,0
"8525","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8526","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8527","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8528","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8529","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8530","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8531","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8532","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8533","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8534","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8535","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8536","DPS","Estonia",795,686,1134,1990,1216,3088,1643,476,374
"8537","DPS","Estonia",774,660,1119,1990,1216,3088,1643,476,374
"8538","DPS","Estonia",20,26,15,0,0,0,0,0,0
"8539","DPS","Estonia",14,24,12,0,0,0,0,0,0
"8540","DPS","Estonia",7,2,0,0,0,0,0,0,0
"8541","DPS","Estonia",0,0,2,0,0,0,0,0,0
"8542","DPS","Estonia",0,0,0,0,0,0,0,0,0
"8543","DPX","Estonia",25,24,91,87,97,70,45,63,43
"8544","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8545","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8546","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8547","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8548","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8549","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8550","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8551","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8552","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8553","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8554","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8555","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8556","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8557","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8558","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8559","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8560","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8561","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8562","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8563","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8564","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8565","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8566","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8567","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8568","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8569","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8570","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8571","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8572","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8573","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8574","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8575","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8576","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8577","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8578","DPX","Estonia",16,14,51,51,47,25,34,43,32
"8579","DPX","Estonia",0,0,3,3,4,1,4,3,2
"8580","DPX","Estonia",0,0,37,40,37,21,26,29,29
"8581","DPX","Estonia",16,14,12,8,5,3,4,11,2
"8582","DPX","Estonia",0,0,0,1,1,0,0,0,0
"8583","DPX","Estonia",0,0,0,0,1,0,0,0,0
"8584","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8585","DPX","Estonia",0,0,0,1,0,0,0,0,0
"8586","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8587","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8588","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8589","DPX","Estonia",9,9,39,35,50,46,11,20,11
"8590","DPX","Estonia",9,9,39,35,50,46,11,20,11
