"","V1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"29038","HER","Iceland",0,0,0,2799,0,5040,0,0,499
"29039","HER","Iceland",0,0,0,0,0,0,0,0,0
"29040","HER","Iceland",0,0,0,0,0,0,0,0,0
"29041","HER","Iceland",0,0,0,0,0,0,0,0,0
"29042","HKE","Iceland",52,0,0,0,110,0,0,0,0
"29043","HKE","Iceland",52,0,0,0,110,0,0,0,0
"29044","HKE","Iceland",52,0,0,0,110,0,0,0,0
"29045","HKE","Iceland",52,0,0,0,0,0,0,0,0
"29046","HKE","Iceland",0,0,0,0,110,0,0,0,0
"29047","HKW","Iceland",14,0,34,0,0,0,0,0,0
"29048","HKW","Iceland",14,0,34,0,0,0,0,0,0
"29049","HKW","Iceland",14,0,34,0,0,0,0,0,0
"29050","HKW","Iceland",14,0,34,0,0,0,0,0,0
"29051","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29052","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29053","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29054","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29055","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29056","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29057","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29058","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29059","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29060","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29061","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29062","HOM","Iceland",0,0,0,0,0,0,0,0,0
"29063","HYD","Iceland",0,0,0,0,0,0,0,0,0
"29064","HYD","Iceland",0,0,0,0,0,0,0,0,0
"29065","HYD","Iceland",0,0,0,0,0,0,0,0,0
"29066","HYD","Iceland",0,0,0,0,0,0,0,0,0
"29067","ISC","Iceland",0,0,0,0,0,0,0,0,0
"29068","ISC","Iceland",0,0,0,0,0,0,0,0,0
"29069","ISC","Iceland",0,0,0,0,0,0,0,0,0
"29070","ISC","Iceland",0,0,0,0,0,0,0,0,0
"29071","LAG","Iceland",0,0,0,0,0,0,0,0,0
"29072","LAG","Iceland",0,0,0,0,0,0,0,0,0
"29073","LAG","Iceland",0,0,0,0,0,0,0,0,0
"29074","LAG","Iceland",0,0,0,0,0,0,0,0,0
"29075","LAH","Iceland",0,1359,0,3954,0,0,0,0,0
"29076","LAH","Iceland",0,1359,0,3954,0,0,0,0,0
"29077","LAH","Iceland",0,1359,0,3954,0,0,0,0,0
"29078","LAH","Iceland",0,0,0,3954,0,0,0,0,0
"29079","LAZ","Iceland",0,0,0,0,0,0,0,0,0
"29080","LAZ","Iceland",0,0,0,0,0,0,0,0,0
"29081","LAZ","Iceland",0,0,0,0,0,0,0,0,0
"29082","LAZ","Iceland",0,0,0,0,0,0,0,0,0
"29083","LBE","Iceland",0,0,0,0,0,0,0,0,0
"29084","LBE","Iceland",0,0,0,0,0,0,0,0,0
"29085","LBE","Iceland",0,0,0,0,0,0,0,0,0
"29086","LBE","Iceland",0,0,0,0,0,0,0,0,0
"29087","LEM","Iceland",1203,1766,1614,1901,1968,2629,2635,2661,2693
"29088","LEM","Iceland",0,0,0,0,0,0,0,0,0
"29089","LEM","Iceland",0,0,0,0,0,0,0,0,0
"29090","LEM","Iceland",1203,1766,1614,1901,1968,2629,2635,2661,2693
"29091","LEM","Iceland",1203,1766,1614,1901,1968,2629,2635,2661,2693
"29092","LEM","Iceland",1203,0,1614,0,0,0,0,0,0
"29093","LEM","Iceland",0,0,0,1901,1968,2629,2635,2661,2693
"29094","LEM","Iceland",0,0,0,0,0,0,0,0,0
"29095","LIN","Iceland",12358,10203,10695,8789,0,9610,7737,6592,6283
"29096","LIN","Iceland",6,0,2,11,0,0,0,0,0
"29097","LIN","Iceland",6,0,2,0,0,0,0,0,0
"29098","LIN","Iceland",0,0,0,11,0,0,0,0,0
"29099","LIN","Iceland",0,7,0,0,0,0,0,0,0
"29100","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29101","LIN","Iceland",97,70,104,34,0,0,0,0,0
"29102","LIN","Iceland",1,0,0,0,0,0,0,0,0
"29103","LIN","Iceland",96,70,104,34,0,0,0,0,0
"29104","LIN","Iceland",96,0,104,0,0,0,0,0,0
"29105","LIN","Iceland",0,0,0,34,0,0,0,0,0
"29106","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29107","LIN","Iceland",7,5,3,2,0,0,0,0,0
"29108","LIN","Iceland",7,5,3,2,0,0,0,0,0
"29109","LIN","Iceland",7,0,3,0,0,0,0,0,0
"29110","LIN","Iceland",0,0,0,2,0,0,0,0,0
"29111","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29112","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29113","LIN","Iceland",12248,10121,10586,8743,0,9610,7737,6592,6283
"29114","LIN","Iceland",12248,10121,10586,8743,0,9610,7737,6592,6283
"29115","LIN","Iceland",11,0,48,0,0,0,0,0,0
"29116","LIN","Iceland",12237,0,10538,0,0,0,0,0,0
"29117","LIN","Iceland",0,0,0,8743,0,9610,7737,6592,6283
"29118","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29119","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29120","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29121","LIN","Iceland",0,0,0,0,0,0,0,0,0
"29122","LQD","Iceland",0,0,0,0,0,0,0,0,3234
"29123","LQD","Iceland",0,0,0,0,0,0,0,0,3234
"29124","LQD","Iceland",0,0,0,0,0,0,0,0,3234
"29125","LQD","Iceland",0,0,0,0,0,0,0,0,3234
"29126","LUM","Iceland",3972,4045,4197,1749,8477,5614,0,3319,75
"29127","LUM","Iceland",0,0,7,0,0,0,0,0,0
"29128","LUM","Iceland",0,0,7,0,0,0,0,0,0
"29129","LUM","Iceland",0,0,7,0,0,0,0,0,0
"29130","LUM","Iceland",3972,4045,4190,1749,8477,5614,0,3319,75
"29131","LUM","Iceland",3972,4045,4190,1749,8477,5614,0,3319,75
"29132","LUM","Iceland",3972,0,4190,0,0,0,0,0,0
"29133","LUM","Iceland",0,0,0,1749,8477,5614,0,3319,75
"29134","MAC","Iceland",170632,154319,152413,155771,122033,116101,112352,36518,4222
"29135","MAC","Iceland",1,0,0,0,0,0,0,0,0
"29136","MAC","Iceland",1,0,0,0,0,0,0,0,0
"29137","MAC","Iceland",0,135,0,18,0,0,0,0,0
"29138","MAC","Iceland",0,0,0,18,0,0,0,0,0
"29139","MAC","Iceland",16161,15362,6407,1486,274,0,0,0,0
"29140","MAC","Iceland",5,0,0,0,274,0,0,0,0
"29141","MAC","Iceland",16156,15362,6407,1486,0,0,0,0,0
"29142","MAC","Iceland",16156,0,6407,0,0,0,0,0,0
"29143","MAC","Iceland",0,0,0,1486,0,0,0,0,0
"29144","MAC","Iceland",8568,5685,12685,20009,52899,0,2497,37,0
"29145","MAC","Iceland",8568,5685,12685,20009,52899,0,2497,37,0
"29146","MAC","Iceland",4729,0,0,0,0,0,0,0,0
"29147","MAC","Iceland",3839,0,12685,0,0,0,0,0,0
"29148","MAC","Iceland",0,0,0,20009,52899,0,2497,37,0
"29149","MAC","Iceland",0,0,0,0,0,23,0,0,0
"29150","MAC","Iceland",0,0,0,0,0,23,0,0,0
"29151","MAC","Iceland",0,0,0,0,0,0,0,0,0
"29152","MAC","Iceland",0,0,0,0,0,0,0,0,0
"29153","MAC","Iceland",0,0,0,0,0,0,0,0,0
"29154","MAC","Iceland",145902,133137,133321,134258,68861,116078,109855,36481,4222
"29155","MAC","Iceland",145794,131551,133089,132608,68820,112453,109855,30409,1741
"29156","MAC","Iceland",780,0,241,0,0,0,0,0,0
"29157","MAC","Iceland",145014,0,132848,0,0,0,0,0,0
"29158","MAC","Iceland",0,0,0,132608,68820,112453,109855,30409,1741
"29159","MAC","Iceland",108,1586,232,1650,41,3625,0,6072,2481
"29160","MAC","Iceland",108,1586,232,1650,41,3625,0,6072,0
"29161","MAC","Iceland",108,0,232,0,0,0,0,0,0
"29162","MAC","Iceland",0,0,0,1650,41,3625,0,6072,0
"29163","MAC","Iceland",0,0,0,0,0,0,0,0,2481
"29164","MAC","Iceland",0,0,0,0,0,0,0,0,0
"29165","MAC","Iceland",0,0,0,0,0,0,0,0,0
"29166","MAV","Iceland",18,0,10,0,0,0,0,0,0
"29167","MAV","Iceland",18,0,10,0,0,0,0,0,0
"29168","MAV","Iceland",18,0,10,0,0,0,0,0,0
"29169","MAV","Iceland",18,0,10,0,0,0,0,0,0
"29170","MEG","Iceland",339,376,411,321,252,0,197,187,0
"29171","MEG","Iceland",339,376,411,321,252,0,197,187,0
"29172","MEG","Iceland",339,376,411,321,252,0,197,187,0
"29173","MEG","Iceland",339,0,411,0,0,0,0,0,0
"29174","MEG","Iceland",0,0,0,321,252,0,197,187,0
"29175","MEG","Iceland",0,0,0,0,0,0,0,0,0
"29176","MJW","Iceland",0,0,0,0,0,0,0,0,0
"29177","MJW","Iceland",0,0,0,0,0,0,0,0,0
"29178","MJW","Iceland",0,0,0,0,0,0,0,0,0
"29179","MJW","Iceland",0,0,0,0,0,0,0,0,0
"29180","MOL","Iceland",0,0,0,0,0,0,7629,4616,0
"29181","MOL","Iceland",0,0,0,0,0,0,7629,4616,0
"29182","MOL","Iceland",0,0,0,0,0,0,7629,4616,0
"29183","MOL","Iceland",0,0,0,0,0,0,7629,4616,0
"29184","MON","Iceland",1185,1497,2666,3227,3283,4069,2947,2777,2591
"29185","MON","Iceland",0,0,0,0,0,0,0,0,0
"29186","MON","Iceland",0,0,0,0,0,0,0,0,0
"29187","MON","Iceland",0,1,4,3,2,0,0,0,0
"29188","MON","Iceland",0,1,4,3,2,0,0,0,0
"29189","MON","Iceland",0,0,4,0,0,0,0,0,0
"29190","MON","Iceland",0,0,0,3,2,0,0,0,0
"29191","MON","Iceland",0,0,0,7,0,0,0,0,0
"29192","MON","Iceland",0,0,0,7,0,0,0,0,0
"29193","MON","Iceland",0,0,0,7,0,0,0,0,0
"29194","MON","Iceland",1185,1496,2662,3218,3281,4069,2947,2777,2591
"29195","MON","Iceland",1185,1496,2662,3218,3281,4069,2947,2777,2591
"29196","MON","Iceland",0,0,3,0,0,0,0,0,0
"29197","MON","Iceland",1185,0,2659,0,0,0,0,0,0
"29198","MON","Iceland",0,0,0,3218,3281,4069,2947,2777,2591
"29199","MON","Iceland",0,0,0,0,0,0,0,0,0
"29200","MSX","Iceland",0,0,0,0,1,0,0,0,0
"29201","MSX","Iceland",0,0,0,0,1,0,0,0,0
"29202","MSX","Iceland",0,0,0,0,1,0,0,0,0
"29203","MSX","Iceland",0,0,0,0,1,0,0,0,0
"29204","MUS","Iceland",48,115,119,64,78,0,3,0,0
"29205","MUS","Iceland",48,115,119,64,78,0,3,0,0
"29206","MUS","Iceland",48,115,119,64,78,0,3,0,0
"29207","MUS","Iceland",48,0,119,0,0,0,0,0,0
"29208","MUS","Iceland",0,0,0,64,78,0,3,0,0
"29209","NEP","Iceland",1965,1724,1914,2240,2541,2463,2070,2007,1876
"29210","NEP","Iceland",1965,1724,1914,2240,2541,2463,2070,2007,1876
"29211","NEP","Iceland",1965,1724,1914,2240,2541,2463,2070,2007,1876
"29212","NEP","Iceland",1965,0,1914,0,0,0,0,0,0
"29213","NEP","Iceland",0,0,0,2240,2541,2463,2070,2007,1876
"29214","NOP","Iceland",45,20,20,65,39,41,0,0,0
"29215","NOP","Iceland",45,20,20,65,39,41,0,0,0
"29216","NOP","Iceland",45,20,20,65,39,41,0,0,0
"29217","NOP","Iceland",45,0,20,0,0,0,0,0,0
"29218","NOP","Iceland",0,0,0,65,39,41,0,0,0
"29219","ORY","Iceland",12,0,16,0,0,0,0,0,2
"29220","ORY","Iceland",0,0,0,0,0,0,0,0,0
"29221","ORY","Iceland",0,0,0,0,0,0,0,0,0
"29222","ORY","Iceland",12,0,16,0,0,0,0,0,2
"29223","ORY","Iceland",12,0,16,0,0,0,0,0,2
"29224","ORY","Iceland",12,0,16,0,0,0,0,0,0
"29225","ORY","Iceland",0,0,0,0,0,0,0,0,2
"29226","PEL","Iceland",0,0,0,0,0,46203,0,0,0
"29227","PEL","Iceland",0,0,0,0,0,46203,0,0,0
"29228","PEL","Iceland",0,0,0,0,0,46203,0,0,0
"29229","PEL","Iceland",0,0,0,0,0,46203,0,0,0
"29230","PLA","Iceland",150,209,144,179,220,290,278,358,1030
"29231","PLA","Iceland",67,124,0,1,0,0,0,6,0
"29232","PLA","Iceland",67,0,0,0,0,0,0,0,0
"29233","PLA","Iceland",0,0,0,1,0,0,0,6,0
"29234","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29235","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29236","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29237","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29238","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29239","PLA","Iceland",0,0,0,0,0,0,0,0,0
"29240","PLA","Iceland",83,85,144,179,220,290,278,352,1030
"29241","PLA","Iceland",83,85,144,179,220,290,278,352,1030
"29242","PLA","Iceland",83,0,144,0,0,0,0,0,0
"29243","PLA","Iceland",0,0,0,179,220,290,278,352,1030
"29244","PLE","Iceland",5932,5991,5927,4945,5984,6316,6724,5816,6382
"29245","PLE","Iceland",7,5,2,1,0,0,1,6,1
"29246","PLE","Iceland",7,0,2,0,0,0,0,0,0
"29247","PLE","Iceland",0,0,0,1,0,0,1,6,1
"29248","PLE","Iceland",0,0,3,3,0,0,0,0,0
"29249","PLE","Iceland",0,0,3,3,0,0,0,0,0
"29250","PLE","Iceland",0,0,3,0,0,0,0,0,0
"29251","PLE","Iceland",0,0,0,3,0,0,0,0,0
"29252","PLE","Iceland",0,0,0,0,0,0,0,0,0
"29253","PLE","Iceland",0,0,0,1,0,0,0,0,0
"29254","PLE","Iceland",0,0,0,1,0,0,0,0,0
"29255","PLE","Iceland",0,0,0,1,0,0,0,0,0
"29256","PLE","Iceland",5925,5986,5922,4941,5984,6316,6723,5810,6381
"29257","PLE","Iceland",5925,5986,5922,4941,5984,6316,6723,5810,6381
"29258","PLE","Iceland",5925,0,5922,0,0,0,0,0,0
"29259","PLE","Iceland",0,0,0,4941,5984,6316,6723,5810,6381
"29260","PLE","Iceland",0,0,0,0,0,0,0,0,0
"29261","POA","Iceland",0,0,0,0,0,0,2,0,0
"29262","POA","Iceland",0,0,0,0,0,0,2,0,0
"29263","POA","Iceland",0,0,0,0,0,0,2,0,0
"29264","POA","Iceland",0,0,0,0,0,0,0,0,0
"29265","POA","Iceland",0,0,0,0,0,0,2,0,0
"29266","POK","Iceland",46063,57409,50991,50494,53896,61332,70109,64245,75455
"29267","POK","Iceland",56,2,18,0,0,0,0,6,0
"29268","POK","Iceland",56,0,18,0,0,0,0,0,0
"29269","POK","Iceland",0,0,0,0,0,0,0,6,0
"29270","POK","Iceland",0,1,0,0,0,0,0,0,0
"29271","POK","Iceland",177,40,12,28,5,0,0,0,0
"29272","POK","Iceland",0,0,0,0,0,0,0,0,0
"29273","POK","Iceland",177,40,12,28,5,0,0,0,0
"29274","POK","Iceland",177,0,12,0,0,0,0,0,0
"29275","POK","Iceland",0,0,0,28,5,0,0,0,0
"29276","POK","Iceland",0,0,0,0,0,0,0,0,0
"29277","POK","Iceland",603,243,108,66,124,69,113,213,255
"29278","POK","Iceland",603,243,105,65,124,69,113,213,255
"29279","POK","Iceland",0,0,2,0,0,0,0,0,0
"29280","POK","Iceland",603,0,103,0,0,0,0,0,0
"29281","POK","Iceland",0,0,0,65,124,69,113,213,255
"29282","POK","Iceland",0,0,3,0,0,0,0,0,0
"29283","POK","Iceland",0,0,3,0,0,0,0,0,0
"29284","POK","Iceland",0,0,0,0,0,0,0,0,0
"29285","POK","Iceland",0,0,0,0,0,0,0,0,0
"29286","POK","Iceland",0,0,0,0,0,0,0,0,0
"29287","POK","Iceland",0,0,0,0,0,0,0,0,0
"29288","POK","Iceland",0,0,0,0,0,0,0,0,0
"29289","POK","Iceland",0,0,0,0,0,0,0,0,0
"29290","POK","Iceland",45227,57123,50853,50400,53767,61263,69996,64027,75200
"29291","POK","Iceland",45227,57123,50853,50400,53767,61115,69996,64027,75200
"29292","POK","Iceland",68,0,10,0,0,0,0,0,0
"29293","POK","Iceland",45159,0,50843,0,0,0,0,0,0
"29294","POK","Iceland",0,0,0,50400,53767,61115,69996,64027,75200
"29295","POK","Iceland",0,0,0,0,0,148,0,0,0
"29296","POK","Iceland",0,0,0,0,0,148,0,0,0
"29297","POK","Iceland",0,0,0,0,0,148,0,0,0
"29298","POK","Iceland",0,0,0,0,0,0,0,0,0
"29299","POK","Iceland",0,0,0,0,0,0,0,0,0
"29300","POK","Iceland",0,0,0,0,0,0,0,0,0
"29301","POL","Iceland",1,0,0,0,0,0,1,0,0
"29302","POL","Iceland",0,0,0,0,0,0,0,0,0
"29303","POL","Iceland",0,0,0,0,0,0,0,0,0
"29304","POL","Iceland",0,0,0,0,0,0,0,0,0
"29305","POL","Iceland",1,0,0,0,0,0,0,0,0
"29306","POL","Iceland",1,0,0,0,0,0,0,0,0
"29307","POL","Iceland",1,0,0,0,0,0,0,0,0
"29308","POL","Iceland",0,0,0,0,0,0,0,0,0
"29309","POL","Iceland",0,0,0,0,0,0,0,0,0
"29310","POL","Iceland",0,0,0,0,0,0,1,0,0
"29311","POL","Iceland",0,0,0,0,0,0,1,0,0
"29312","POL","Iceland",0,0,0,0,0,0,0,0,0
"29313","POL","Iceland",0,0,0,0,0,0,1,0,0
"29314","POR","Iceland",36,1,2,1,1,1,1,0,1
"29315","POR","Iceland",0,0,0,0,1,0,0,0,0
"29316","POR","Iceland",0,0,0,0,1,0,0,0,0
"29317","POR","Iceland",0,0,0,0,1,0,0,0,0
"29318","POR","Iceland",36,1,2,1,1,1,1,0,1
"29319","POR","Iceland",36,1,2,1,1,1,1,0,1
"29320","POR","Iceland",36,0,2,0,0,0,0,0,0
"29321","POR","Iceland",0,0,0,1,1,1,1,0,1
"29322","PRA","Iceland",7237,10977,10527,8438,7577,5512,2198,2027,860
"29323","PRA","Iceland",2,164,41,573,0,0,0,0,0
"29324","PRA","Iceland",2,0,0,0,0,0,0,0,0
"29325","PRA","Iceland",0,0,41,0,0,0,0,0,0
"29326","PRA","Iceland",0,0,0,573,0,0,0,0,0
"29327","PRA","Iceland",12,134,0,0,0,0,0,0,0
"29328","PRA","Iceland",0,0,0,0,0,0,0,0,0
"29329","PRA","Iceland",12,134,0,0,0,0,0,0,0
"29330","PRA","Iceland",12,0,0,0,0,0,0,0,0
"29331","PRA","Iceland",0,0,0,0,0,0,0,0,0
"29332","PRA","Iceland",0,0,0,1,0,0,0,0,0
"29333","PRA","Iceland",0,0,0,1,0,0,0,0,0
"29334","PRA","Iceland",0,0,0,1,0,0,0,0,0
"29335","PRA","Iceland",0,0,0,0,0,0,0,0,0
"29336","PRA","Iceland",0,0,0,0,0,0,0,0,0
"29337","PRA","Iceland",7223,10679,10486,7864,7577,5512,2198,2027,860
"29338","PRA","Iceland",7223,10679,10486,7864,7577,5512,2198,2027,860
"29339","PRA","Iceland",7223,0,10486,0,0,0,0,0,0
"29340","PRA","Iceland",0,0,0,7864,7577,5512,2198,2027,860
"29341","RAJ","Iceland",4,7,9,0,0,0,0,0,0
"29342","RAJ","Iceland",4,7,9,0,0,0,0,0,0
"29343","RAJ","Iceland",4,7,9,0,0,0,0,0,0
"29344","RAJ","Iceland",4,0,9,0,0,0,0,0,0
"29345","REB","Iceland",9503,17380,5940,23804,28242,15529,19385,12461,12974
"29346","REB","Iceland",0,0,0,0,0,8,0,8,0
"29347","REB","Iceland",0,0,0,0,0,8,0,8,0
"29348","REB","Iceland",17,16,0,28,0,0,0,0,0
"29349","REB","Iceland",17,0,0,0,0,0,0,0,0
"29350","REB","Iceland",17,0,0,0,0,0,0,0,0
"29351","REB","Iceland",0,0,0,28,0,0,0,0,0
"29352","REB","Iceland",4118,11274,5901,16135,14743,0,0,0,0
"29353","REB","Iceland",4118,11274,5901,16135,14743,0,0,0,0
"29354","REB","Iceland",1214,0,446,0,0,0,0,0,0
"29355","REB","Iceland",2904,0,5455,0,0,0,0,0,0
"29356","REB","Iceland",0,0,0,16135,14743,0,0,0,0
"29357","REB","Iceland",0,1,32,0,0,25,9,16,3
"29358","REB","Iceland",0,1,32,0,0,25,9,16,3
"29359","REB","Iceland",0,0,17,0,0,0,0,0,0
"29360","REB","Iceland",0,0,15,0,0,0,0,0,0
"29361","REB","Iceland",0,0,0,0,0,25,9,16,3
"29362","REB","Iceland",5368,6089,7,7640,13499,15497,19376,12437,12971
"29363","REB","Iceland",5368,6089,7,7640,13499,15497,19376,12437,12971
"29364","REB","Iceland",1691,0,1,0,0,0,0,0,0
"29365","REB","Iceland",3677,0,6,0,0,0,0,0,0
"29366","REB","Iceland",0,0,0,7640,13499,15497,19376,12437,12971
"29367","REB","Iceland",0,0,0,0,0,0,0,0,0
"29368","RED","Iceland",2436,0,11965,1427,0,15054,6804,19942,22853
"29369","RED","Iceland",0,0,0,0,0,0,0,0,0
"29370","RED","Iceland",0,0,0,0,0,0,0,0,0
"29371","RED","Iceland",0,0,18,0,0,0,0,0,16
"29372","RED","Iceland",0,0,18,0,0,0,0,0,0
"29373","RED","Iceland",0,0,18,0,0,0,0,0,0
"29374","RED","Iceland",0,0,0,0,0,0,0,0,16
"29375","RED","Iceland",2431,0,3814,10,0,0,6785,327,3870
"29376","RED","Iceland",2431,0,3814,10,0,0,6785,327,3870
"29377","RED","Iceland",1694,0,0,0,0,0,0,0,0
"29378","RED","Iceland",737,0,3814,0,0,0,0,0,0
"29379","RED","Iceland",0,0,0,10,0,0,6785,327,3870
"29380","RED","Iceland",0,0,0,0,0,0,0,0,0
"29381","RED","Iceland",0,0,4,2,0,0,0,1447,2510
"29382","RED","Iceland",0,0,0,2,0,0,0,1447,2510
"29383","RED","Iceland",0,0,0,2,0,0,0,1447,2510
"29384","RED","Iceland",0,0,4,0,0,0,0,0,0
"29385","RED","Iceland",0,0,4,0,0,0,0,0,0
"29386","RED","Iceland",5,0,8129,1415,0,15054,19,18168,16380
"29387","RED","Iceland",5,0,8129,1415,0,15054,19,18168,16380
"29388","RED","Iceland",1,0,3166,0,0,0,0,0,0
"29389","RED","Iceland",4,0,4963,0,0,0,0,0,0
"29390","RED","Iceland",0,0,0,1415,0,15054,19,18168,16380
"29391","RED","Iceland",0,0,0,0,0,0,0,0,0
"29392","RED","Iceland",0,0,0,0,0,0,0,0,0
"29393","RED","Iceland",0,0,0,0,0,0,0,0,0
"29394","RED","Iceland",0,0,0,0,0,0,0,0,77
"29395","RED","Iceland",0,0,0,0,0,0,0,0,77
"29396","REG","Iceland",46243,51169,42970,43647,39316,42804,50268,42993,44827
"29397","REG","Iceland",4,0,9,1,0,6,0,0,0
"29398","REG","Iceland",4,0,9,0,0,0,0,0,0
"29399","REG","Iceland",0,0,0,1,0,6,0,0,0
"29400","REG","Iceland",0,0,0,0,0,0,0,0,0
"29401","REG","Iceland",0,0,0,0,0,0,0,0,0
"29402","REG","Iceland",0,98,195,410,0,0,0,0,0
"29403","REG","Iceland",0,98,195,410,0,0,0,0,0
"29404","REG","Iceland",0,0,195,0,0,0,0,0,0
"29405","REG","Iceland",0,0,0,410,0,0,0,0,0
"29406","REG","Iceland",25,8,14,21,0,60,27,68,31
"29407","REG","Iceland",25,8,13,20,0,60,27,68,31
"29408","REG","Iceland",25,0,0,0,0,0,0,0,0
"29409","REG","Iceland",0,0,13,0,0,0,0,0,0
"29410","REG","Iceland",0,0,0,20,0,60,27,68,31
"29411","REG","Iceland",0,0,1,1,0,0,0,0,0
"29412","REG","Iceland",0,0,1,0,0,0,0,0,0
"29413","REG","Iceland",0,0,0,1,0,0,0,0,0
"29414","REG","Iceland",46214,51063,42752,43215,39316,42738,50241,42925,44796
"29415","REG","Iceland",46214,51063,42751,43214,39316,42738,50241,42925,44796
"29416","REG","Iceland",0,0,1893,0,0,0,0,0,0
"29417","REG","Iceland",46214,0,40858,0,0,0,0,0,0
"29418","REG","Iceland",0,0,0,43214,39316,42738,50241,42925,44796
"29419","REG","Iceland",0,0,1,1,0,0,0,0,0
"29420","REG","Iceland",0,0,1,1,0,0,0,0,0
"29421","REG","Iceland",0,0,1,0,0,0,0,0,0
"29422","REG","Iceland",0,0,0,1,0,0,0,0,0
"29423","REG","Iceland",0,0,0,0,0,0,0,0,0
"29424","RHC","Iceland",0,0,0,0,0,0,0,0,0
"29425","RHC","Iceland",0,0,0,0,0,0,0,0,0
"29426","RHC","Iceland",0,0,0,0,0,0,0,0,0
"29427","RHC","Iceland",0,0,0,0,0,0,0,0,0
"29428","RHG","Iceland",29,16,16,21,23,5,0,2,7
"29429","RHG","Iceland",0,0,0,0,0,0,0,0,0
"29430","RHG","Iceland",0,0,0,0,0,0,0,0,0
"29431","RHG","Iceland",29,0,9,0,0,0,0,0,0
"29432","RHG","Iceland",29,0,9,0,0,0,0,0,0
"29433","RHG","Iceland",29,0,9,0,0,0,0,0,0
"29434","RHG","Iceland",0,0,0,0,0,0,0,0,0
"29435","RHG","Iceland",0,16,7,21,23,5,0,2,7
"29436","RHG","Iceland",0,16,7,21,23,5,0,2,7
"29437","RHG","Iceland",0,0,7,0,0,0,0,0,0
"29438","RHG","Iceland",0,0,0,21,23,5,0,2,7
"29439","RJA","Iceland",0,0,0,0,12,0,0,0,0
"29440","RJA","Iceland",0,0,0,0,12,0,0,0,0
"29441","RJA","Iceland",0,0,0,0,12,0,0,0,0
"29442","RJA","Iceland",0,0,0,0,12,0,0,0,0
"29443","RJB","Iceland",219,153,145,125,117,113,127,117,137
"29444","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29445","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29446","RJB","Iceland",0,9,3,3,0,0,0,0,0
"29447","RJB","Iceland",0,9,3,3,0,0,0,0,0
"29448","RJB","Iceland",0,0,3,0,0,0,0,0,0
"29449","RJB","Iceland",0,0,0,3,0,0,0,0,0
"29450","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29451","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29452","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29453","RJB","Iceland",219,144,142,121,117,113,127,117,137
"29454","RJB","Iceland",219,144,142,121,117,113,127,117,137
"29455","RJB","Iceland",219,0,142,0,0,0,0,0,0
"29456","RJB","Iceland",0,0,0,121,117,113,127,117,137
"29457","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29458","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29459","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29460","RJB","Iceland",0,0,0,0,0,0,0,0,0
"29461","RJF","Iceland",14,37,21,17,19,45,4,25,16
"29462","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29463","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29464","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29465","RJF","Iceland",14,37,21,17,19,45,4,25,16
"29466","RJF","Iceland",14,37,21,17,19,45,4,25,16
"29467","RJF","Iceland",14,0,21,0,0,0,0,0,0
"29468","RJF","Iceland",0,0,0,17,19,45,4,25,16
"29469","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29470","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29471","RJF","Iceland",0,0,0,0,0,0,0,0,0
"29472","RJK","Iceland",0,0,0,0,0,0,0,0,0
"29473","RJK","Iceland",0,0,0,0,0,0,0,0,0
"29474","RJK","Iceland",0,0,0,0,0,0,0,0,0
"29475","RJK","Iceland",0,0,0,0,0,0,0,0,0
"29476","RJR","Iceland",1634,1733,1865,1352,1029,710,636,473,530
